Age,Job,Marital,Education,Housing,Loan,Contact,Duration,Success
46,entrepreneur,married,professional.course,no,no,telephone,86,no
44,unknown,married,basic.6y,no,no,telephone,254,no
37,blue-collar,single,high.school,yes,yes,telephone,131,no
26,admin.,married,university.degree,no,no,telephone,239,no
47,blue-collar,married,basic.6y,no,no,telephone,207,no
36,blue-collar,married,high.school,no,no,telephone,713,no
50,admin.,married,high.school,no,no,telephone,260,no
54,technician,married,professional.course,yes,no,telephone,150,no
37,services,married,basic.6y,no,no,telephone,155,no
46,entrepreneur,married,university.degree,no,no,telephone,433,no
49,admin.,divorced,high.school,yes,no,telephone,202,no
33,services,married,high.school,no,no,telephone,227,no
55,technician,married,high.school,no,no,telephone,214,no
40,admin.,single,unknown,yes,no,telephone,30,no
50,blue-collar,divorced,high.school,no,no,telephone,206,no
36,admin.,married,university.degree,yes,yes,telephone,362,no
35,admin.,married,high.school,no,no,telephone,15,no
39,self-employed,married,basic.4y,yes,no,telephone,315,no
44,blue-collar,married,high.school,no,no,telephone,250,no
30,technician,married,professional.course,no,no,telephone,700,no
40,blue-collar,married,basic.6y,no,no,telephone,154,no
29,entrepreneur,married,basic.6y,yes,no,telephone,190,no
34,blue-collar,married,basic.6y,no,no,telephone,20,no
47,blue-collar,married,unknown,yes,no,telephone,191,no
58,admin.,divorced,university.degree,yes,yes,telephone,363,no
43,blue-collar,single,basic.4y,no,no,telephone,339,no
37,services,married,high.school,yes,yes,telephone,521,yes
37,technician,married,professional.course,no,no,telephone,135,no
34,admin.,single,university.degree,no,yes,telephone,110,no
59,admin.,single,professional.course,no,no,telephone,291,no
32,technician,married,professional.course,no,no,telephone,293,no
28,services,married,high.school,yes,no,telephone,322,no
50,blue-collar,married,basic.4y,no,no,telephone,304,no
42,blue-collar,married,basic.4y,no,no,telephone,526,no
45,technician,married,high.school,yes,no,telephone,78,no
39,admin.,single,unknown,no,yes,telephone,219,no
38,blue-collar,married,basic.4y,yes,no,telephone,72,no
37,blue-collar,married,basic.4y,no,no,telephone,72,no
57,blue-collar,married,basic.4y,yes,no,telephone,42,no
48,blue-collar,married,basic.9y,no,no,telephone,407,no
27,services,married,high.school,no,no,telephone,136,no
35,blue-collar,married,basic.9y,yes,no,telephone,405,no
46,technician,single,university.degree,yes,no,telephone,417,no
40,blue-collar,single,unknown,yes,no,telephone,48,no
38,housemaid,married,basic.6y,yes,no,telephone,201,no
28,admin.,married,university.degree,yes,no,telephone,101,no
56,blue-collar,married,basic.4y,no,no,telephone,214,no
34,technician,single,professional.course,no,no,telephone,350,no
39,admin.,married,high.school,yes,no,telephone,433,no
37,entrepreneur,married,university.degree,no,yes,telephone,253,no
45,blue-collar,married,basic.6y,yes,no,telephone,329,no
38,blue-collar,married,basic.6y,yes,no,telephone,110,no
35,admin.,married,high.school,yes,no,telephone,259,no
36,services,married,high.school,yes,no,telephone,260,no
39,technician,divorced,professional.course,yes,no,telephone,363,no
41,blue-collar,divorced,basic.6y,yes,no,telephone,149,no
41,blue-collar,divorced,basic.6y,yes,no,telephone,174,no
26,services,single,basic.9y,no,yes,telephone,83,no
54,management,married,basic.4y,no,no,telephone,92,no
41,blue-collar,divorced,basic.6y,no,no,telephone,245,no
45,management,married,unknown,yes,yes,telephone,260,no
38,admin.,divorced,high.school,no,no,telephone,346,no
33,services,single,high.school,unknown,unknown,telephone,271,no
26,blue-collar,single,high.school,no,no,telephone,203,no
42,management,married,university.degree,no,no,telephone,206,no
41,blue-collar,married,basic.6y,yes,no,telephone,621,no
35,services,married,high.school,no,no,telephone,1349,yes
53,blue-collar,divorced,basic.4y,yes,no,telephone,385,no
38,admin.,single,university.degree,no,no,telephone,70,no
30,technician,single,professional.course,no,no,telephone,509,no
57,retired,single,high.school,yes,no,telephone,128,no
37,blue-collar,single,basic.9y,no,no,telephone,136,no
37,admin.,married,high.school,no,yes,telephone,3,no
54,blue-collar,single,basic.4y,yes,no,telephone,1171,no
47,blue-collar,married,basic.4y,no,no,telephone,107,no
41,management,married,university.degree,no,yes,telephone,359,no
49,technician,married,professional.course,no,no,telephone,736,yes
51,unemployed,married,basic.9y,no,no,telephone,217,no
53,admin.,married,basic.9y,no,no,telephone,121,no
36,blue-collar,single,high.school,no,yes,telephone,154,no
55,housemaid,married,basic.4y,no,no,telephone,98,no
25,services,married,high.school,no,no,telephone,89,no
27,blue-collar,married,basic.9y,yes,no,telephone,412,no
47,blue-collar,married,basic.4y,yes,no,telephone,302,no
50,admin.,divorced,basic.9y,no,no,telephone,145,no
53,blue-collar,married,basic.9y,no,yes,telephone,203,no
37,self-employed,married,professional.course,no,yes,telephone,254,no
36,services,single,basic.9y,no,yes,telephone,230,no
53,blue-collar,married,basic.9y,yes,no,telephone,373,no
42,blue-collar,married,basic.4y,yes,no,telephone,72,no
39,blue-collar,married,basic.4y,no,yes,telephone,534,no
46,entrepreneur,married,high.school,no,yes,telephone,225,no
32,services,married,high.school,yes,no,telephone,445,no
28,technician,divorced,university.degree,no,no,telephone,193,no
40,blue-collar,married,basic.9y,yes,no,telephone,76,no
30,services,single,unknown,no,yes,telephone,154,no
38,technician,married,basic.6y,no,no,telephone,785,yes
37,technician,single,basic.9y,no,yes,telephone,298,no
39,self-employed,married,university.degree,no,no,telephone,286,no
36,blue-collar,divorced,high.school,no,yes,telephone,442,no
29,admin.,married,high.school,no,no,telephone,206,no
22,blue-collar,single,basic.6y,no,yes,telephone,1073,yes
49,blue-collar,married,basic.4y,yes,no,telephone,299,no
31,admin.,single,university.degree,no,no,telephone,162,no
49,blue-collar,married,basic.4y,yes,no,telephone,504,no
41,blue-collar,married,basic.4y,no,no,telephone,488,no
47,management,married,basic.4y,no,no,telephone,190,no
47,admin.,single,university.degree,yes,yes,telephone,139,no
38,admin.,married,university.degree,no,no,telephone,124,no
43,admin.,divorced,high.school,yes,no,telephone,425,no
46,services,married,high.school,yes,no,telephone,290,no
33,blue-collar,married,basic.6y,no,no,telephone,152,no
27,blue-collar,single,basic.9y,yes,no,telephone,168,no
53,technician,married,professional.course,yes,no,telephone,204,no
30,management,divorced,university.degree,no,yes,telephone,164,no
55,blue-collar,married,professional.course,yes,no,telephone,530,no
60,retired,divorced,basic.4y,no,yes,telephone,237,no
48,technician,married,high.school,yes,no,telephone,360,no
42,blue-collar,divorced,basic.4y,no,yes,telephone,57,no
42,blue-collar,divorced,basic.4y,no,no,telephone,231,no
36,services,single,basic.9y,no,no,telephone,86,no
29,technician,single,university.degree,yes,no,telephone,256,no
50,blue-collar,married,high.school,yes,no,telephone,106,no
33,admin.,married,unknown,yes,no,telephone,134,no
37,management,single,university.degree,yes,no,telephone,415,no
42,technician,married,university.degree,yes,no,telephone,293,no
24,services,single,basic.9y,yes,yes,telephone,816,no
55,technician,married,university.degree,no,no,telephone,435,no
38,blue-collar,married,basic.9y,yes,no,telephone,100,no
36,blue-collar,married,university.degree,yes,yes,telephone,297,no
45,unemployed,married,university.degree,no,no,telephone,191,no
38,blue-collar,married,basic.9y,no,no,telephone,58,no
51,admin.,divorced,unknown,unknown,unknown,telephone,152,no
48,technician,married,high.school,no,no,telephone,533,no
46,admin.,married,university.degree,yes,no,telephone,28,no
47,management,divorced,university.degree,no,no,telephone,63,no
33,entrepreneur,married,university.degree,yes,no,telephone,135,no
47,management,divorced,university.degree,yes,no,telephone,181,no
37,blue-collar,single,basic.9y,yes,no,telephone,240,no
47,entrepreneur,divorced,university.degree,yes,no,telephone,354,no
29,services,single,university.degree,yes,yes,telephone,210,no
44,housemaid,married,high.school,no,no,telephone,293,no
45,blue-collar,married,basic.4y,no,no,telephone,108,no
47,blue-collar,divorced,basic.4y,no,no,telephone,223,no
38,entrepreneur,divorced,university.degree,yes,no,telephone,275,no
25,housemaid,married,basic.9y,yes,no,telephone,263,no
47,blue-collar,married,basic.6y,yes,no,telephone,600,yes
55,housemaid,married,professional.course,yes,yes,telephone,85,no
56,retired,married,high.school,no,no,telephone,319,no
44,blue-collar,married,basic.4y,yes,no,telephone,242,no
36,technician,single,university.degree,no,no,telephone,128,no
40,blue-collar,married,basic.9y,yes,no,telephone,236,no
46,blue-collar,married,unknown,no,no,telephone,67,no
48,blue-collar,divorced,basic.9y,yes,yes,telephone,246,no
37,technician,single,professional.course,yes,no,telephone,391,no
58,services,divorced,professional.course,yes,no,telephone,293,no
55,retired,married,high.school,no,no,telephone,924,yes
55,blue-collar,married,basic.4y,yes,no,telephone,334,no
51,management,married,university.degree,yes,no,telephone,317,no
45,admin.,married,university.degree,no,no,telephone,134,no
39,technician,married,professional.course,no,yes,telephone,110,no
55,admin.,married,high.school,yes,no,telephone,188,no
41,services,married,high.school,no,no,telephone,911,no
48,blue-collar,married,basic.6y,unknown,unknown,telephone,379,no
41,technician,married,university.degree,no,no,telephone,206,no
41,blue-collar,divorced,basic.6y,yes,no,telephone,160,no
30,services,single,high.school,no,no,telephone,156,no
32,entrepreneur,married,high.school,yes,no,telephone,314,no
56,unemployed,divorced,university.degree,yes,no,telephone,98,no
53,technician,married,professional.course,no,no,telephone,260,no
39,admin.,married,university.degree,no,no,telephone,78,no
48,technician,single,high.school,yes,yes,telephone,115,no
42,admin.,divorced,high.school,yes,no,telephone,99,no
36,blue-collar,married,basic.9y,yes,yes,telephone,95,no
35,technician,married,professional.course,yes,yes,telephone,14,no
38,blue-collar,married,basic.4y,no,no,telephone,438,no
34,admin.,divorced,basic.6y,no,no,telephone,111,no
47,management,married,basic.4y,no,no,telephone,463,no
53,services,divorced,university.degree,no,yes,telephone,252,no
44,self-employed,married,university.degree,unknown,unknown,telephone,38,no
48,services,single,high.school,yes,yes,telephone,127,no
50,blue-collar,married,basic.6y,no,no,telephone,66,no
44,housemaid,single,unknown,yes,yes,telephone,234,no
33,unemployed,married,basic.9y,yes,yes,telephone,691,no
42,entrepreneur,married,high.school,yes,no,telephone,81,no
45,services,single,basic.9y,yes,no,telephone,270,no
51,blue-collar,married,basic.4y,yes,no,telephone,153,no
35,blue-collar,married,professional.course,yes,yes,telephone,65,no
55,technician,single,university.degree,yes,no,telephone,390,no
32,services,single,professional.course,yes,yes,telephone,249,no
42,blue-collar,married,basic.9y,no,no,telephone,31,no
42,admin.,divorced,university.degree,no,yes,telephone,161,no
57,blue-collar,divorced,unknown,yes,no,telephone,369,no
57,admin.,divorced,high.school,no,no,telephone,162,no
46,blue-collar,married,basic.9y,yes,no,telephone,118,no
38,blue-collar,married,basic.9y,yes,no,telephone,227,no
31,technician,single,university.degree,yes,no,telephone,7,no
44,admin.,married,high.school,no,no,telephone,465,no
29,admin.,single,university.degree,no,no,telephone,98,no
47,management,married,university.degree,yes,yes,telephone,80,no
39,management,married,university.degree,yes,yes,telephone,145,no
51,services,married,unknown,no,no,telephone,25,no
42,unemployed,married,basic.9y,yes,yes,telephone,76,no
27,blue-collar,married,basic.9y,yes,yes,telephone,152,no
27,technician,single,professional.course,yes,no,telephone,27,no
59,technician,divorced,university.degree,no,no,telephone,281,no
47,blue-collar,divorced,basic.9y,yes,no,telephone,567,no
43,admin.,married,professional.course,no,no,telephone,284,no
36,blue-collar,married,basic.6y,no,no,telephone,378,no
47,management,divorced,basic.6y,yes,yes,telephone,353,no
38,blue-collar,married,basic.9y,no,no,telephone,83,no
38,entrepreneur,married,basic.9y,no,no,telephone,104,no
33,blue-collar,married,basic.9y,yes,no,telephone,50,no
43,entrepreneur,married,basic.9y,yes,no,telephone,536,no
39,blue-collar,married,unknown,no,no,telephone,496,no
41,technician,single,professional.course,no,no,telephone,139,no
37,blue-collar,single,unknown,no,no,telephone,122,no
32,blue-collar,married,basic.9y,yes,no,telephone,59,no
46,management,married,university.degree,yes,no,telephone,258,no
49,entrepreneur,married,university.degree,no,no,telephone,110,no
33,services,single,high.school,yes,no,telephone,466,no
23,services,married,basic.9y,yes,no,telephone,250,no
28,services,married,high.school,yes,no,telephone,79,no
39,blue-collar,married,basic.9y,no,no,telephone,563,no
36,admin.,married,high.school,yes,no,telephone,147,no
27,technician,married,university.degree,no,no,telephone,125,no
37,entrepreneur,married,basic.6y,unknown,unknown,telephone,71,no
55,blue-collar,married,basic.4y,no,yes,telephone,119,no
42,management,married,unknown,no,no,telephone,456,no
38,services,married,high.school,no,yes,telephone,268,no
29,services,single,university.degree,no,no,telephone,332,no
28,blue-collar,single,basic.6y,unknown,unknown,telephone,159,no
36,admin.,single,high.school,no,yes,telephone,148,no
51,blue-collar,single,basic.4y,no,no,telephone,448,no
58,admin.,married,university.degree,no,yes,telephone,160,no
45,technician,married,university.degree,yes,no,telephone,240,no
27,blue-collar,single,basic.9y,yes,no,telephone,115,no
35,admin.,married,high.school,no,no,telephone,290,no
37,blue-collar,single,basic.9y,yes,no,telephone,140,no
40,blue-collar,married,basic.9y,yes,no,telephone,811,no
37,admin.,married,university.degree,yes,yes,telephone,221,no
31,entrepreneur,married,basic.6y,yes,no,telephone,108,no
29,admin.,married,high.school,no,no,telephone,288,no
50,technician,married,professional.course,yes,no,telephone,1003,no
30,admin.,married,university.degree,no,no,telephone,542,no
35,admin.,single,high.school,yes,no,telephone,541,no
43,admin.,divorced,high.school,no,no,telephone,198,no
39,admin.,married,university.degree,no,no,telephone,302,no
57,management,married,university.degree,yes,no,telephone,268,no
53,retired,married,basic.9y,yes,no,telephone,154,no
37,management,married,university.degree,yes,no,telephone,66,no
41,technician,married,professional.course,no,no,telephone,216,no
29,technician,married,university.degree,yes,no,telephone,206,no
30,management,married,university.degree,yes,no,telephone,28,no
32,self-employed,married,basic.9y,no,no,telephone,101,no
51,technician,married,basic.6y,yes,yes,telephone,168,no
38,admin.,single,university.degree,yes,no,telephone,186,no
58,management,married,university.degree,no,no,telephone,472,no
36,blue-collar,married,basic.6y,no,no,telephone,189,no
48,technician,divorced,professional.course,yes,yes,telephone,215,no
39,blue-collar,married,basic.6y,yes,no,telephone,216,no
35,blue-collar,married,basic.6y,no,no,telephone,418,no
32,services,single,basic.6y,no,no,telephone,361,no
32,blue-collar,married,basic.4y,yes,no,telephone,926,no
34,blue-collar,married,high.school,yes,no,telephone,116,no
41,self-employed,married,university.degree,yes,no,telephone,150,no
32,services,divorced,high.school,yes,no,telephone,228,no
38,admin.,married,university.degree,yes,no,telephone,411,no
41,blue-collar,divorced,basic.6y,no,no,telephone,253,no
27,services,single,high.school,no,no,telephone,144,no
57,blue-collar,married,basic.9y,yes,no,telephone,248,no
37,housemaid,married,high.school,no,no,telephone,138,no
54,blue-collar,single,basic.4y,unknown,unknown,telephone,824,no
43,blue-collar,married,basic.4y,yes,no,telephone,345,no
37,admin.,single,high.school,yes,no,telephone,773,no
37,blue-collar,married,basic.6y,no,yes,telephone,574,no
50,admin.,divorced,university.degree,no,no,telephone,122,no
41,admin.,married,basic.6y,no,no,telephone,193,no
46,admin.,married,high.school,yes,no,telephone,138,no
32,blue-collar,married,basic.6y,yes,no,telephone,343,no
31,services,single,professional.course,no,no,telephone,111,no
40,management,married,university.degree,no,no,telephone,166,no
43,blue-collar,married,basic.4y,yes,no,telephone,469,no
44,blue-collar,married,professional.course,unknown,unknown,telephone,189,no
41,management,married,university.degree,no,no,telephone,106,no
32,blue-collar,married,basic.6y,yes,no,telephone,165,no
49,services,married,high.school,yes,yes,telephone,178,no
31,blue-collar,married,basic.6y,yes,no,telephone,364,no
46,admin.,married,high.school,yes,no,telephone,185,no
38,technician,married,university.degree,no,no,telephone,224,no
27,blue-collar,married,unknown,yes,no,telephone,187,no
31,blue-collar,married,basic.9y,no,no,telephone,451,no
47,services,married,professional.course,yes,no,telephone,226,no
39,blue-collar,single,professional.course,no,no,telephone,128,no
37,blue-collar,divorced,basic.4y,yes,yes,telephone,301,no
52,technician,married,basic.9y,no,no,telephone,97,no
49,admin.,divorced,university.degree,no,no,telephone,24,no
39,admin.,married,professional.course,yes,no,telephone,232,no
50,technician,married,high.school,yes,no,telephone,893,yes
39,blue-collar,married,basic.9y,yes,no,telephone,83,no
28,blue-collar,married,basic.9y,no,yes,telephone,478,no
40,blue-collar,married,basic.6y,yes,yes,telephone,13,no
53,services,single,high.school,no,yes,telephone,55,no
49,blue-collar,married,basic.9y,yes,no,telephone,281,no
36,blue-collar,single,high.school,yes,no,telephone,423,no
36,blue-collar,married,basic.6y,yes,no,telephone,109,no
46,admin.,married,basic.9y,no,no,telephone,233,no
49,blue-collar,married,basic.4y,yes,no,telephone,133,no
48,housemaid,divorced,basic.4y,no,yes,telephone,209,no
49,blue-collar,divorced,basic.4y,yes,no,telephone,114,no
49,technician,married,unknown,yes,no,telephone,319,no
32,admin.,single,university.degree,no,no,telephone,588,yes
25,self-employed,married,university.degree,yes,no,telephone,274,no
26,blue-collar,married,basic.6y,yes,yes,telephone,353,no
33,technician,married,professional.course,yes,no,telephone,83,no
37,admin.,single,high.school,yes,yes,telephone,123,no
53,technician,divorced,professional.course,no,no,telephone,327,no
42,blue-collar,married,basic.6y,no,yes,telephone,89,no
48,blue-collar,married,high.school,no,no,telephone,34,no
51,blue-collar,married,unknown,no,no,telephone,208,no
51,blue-collar,married,basic.9y,no,no,telephone,304,no
35,housemaid,married,high.school,yes,no,telephone,82,no
45,blue-collar,married,basic.6y,no,no,telephone,131,no
35,blue-collar,married,basic.4y,no,no,telephone,25,no
51,blue-collar,married,basic.9y,yes,no,telephone,76,no
33,services,single,high.school,no,no,telephone,777,yes
37,admin.,single,high.school,no,no,telephone,147,no
34,blue-collar,married,basic.9y,yes,no,telephone,243,no
44,admin.,married,university.degree,yes,no,telephone,124,no
53,entrepreneur,married,university.degree,no,yes,telephone,199,no
40,admin.,married,professional.course,yes,no,telephone,488,no
32,technician,single,professional.course,no,no,telephone,700,no
58,blue-collar,married,basic.4y,yes,no,telephone,281,no
41,services,divorced,unknown,no,no,telephone,211,no
47,admin.,married,university.degree,yes,no,telephone,138,no
52,technician,married,unknown,yes,no,telephone,553,no
33,self-employed,single,university.degree,no,no,telephone,92,no
34,management,married,university.degree,yes,no,telephone,247,no
38,services,married,high.school,no,no,telephone,50,no
48,services,married,professional.course,yes,no,telephone,253,no
38,admin.,single,university.degree,yes,no,telephone,153,no
40,entrepreneur,married,high.school,no,yes,telephone,241,no
26,services,single,high.school,no,no,telephone,211,no
60,retired,married,high.school,yes,no,telephone,597,yes
35,student,single,university.degree,no,yes,telephone,107,no
59,technician,married,professional.course,yes,no,telephone,1438,no
43,management,married,high.school,no,no,telephone,172,no
33,admin.,married,high.school,no,no,telephone,159,no
47,management,divorced,university.degree,yes,no,telephone,29,no
30,blue-collar,single,high.school,no,no,telephone,76,no
35,blue-collar,married,basic.4y,yes,no,telephone,185,no
31,admin.,single,university.degree,yes,no,telephone,569,no
45,blue-collar,married,illiterate,no,yes,telephone,333,no
33,management,married,university.degree,yes,no,telephone,95,no
60,retired,married,basic.4y,yes,no,telephone,557,no
46,entrepreneur,married,unknown,yes,no,telephone,160,no
31,blue-collar,divorced,basic.9y,yes,no,telephone,209,no
28,services,single,high.school,yes,yes,telephone,372,no
26,blue-collar,single,basic.9y,yes,yes,telephone,277,no
35,entrepreneur,married,high.school,no,no,telephone,178,no
54,services,single,high.school,no,no,telephone,85,no
46,blue-collar,married,basic.9y,no,no,telephone,134,no
37,admin.,single,university.degree,yes,yes,telephone,138,no
28,admin.,married,university.degree,no,no,telephone,63,no
30,housemaid,married,high.school,yes,no,telephone,67,no
36,services,married,high.school,no,no,telephone,77,no
50,blue-collar,married,basic.4y,yes,no,telephone,292,no
37,technician,married,university.degree,no,no,telephone,57,no
28,housemaid,married,basic.6y,no,no,telephone,38,no
52,blue-collar,married,basic.4y,no,no,telephone,151,no
37,blue-collar,single,unknown,no,no,telephone,331,no
46,blue-collar,married,basic.4y,yes,no,telephone,1392,yes
27,services,married,high.school,no,yes,telephone,100,no
44,blue-collar,married,basic.9y,no,no,telephone,358,no
31,unemployed,married,professional.course,yes,no,telephone,298,no
56,retired,divorced,basic.4y,yes,yes,telephone,188,no
51,admin.,married,basic.9y,yes,no,telephone,368,no
39,housemaid,married,high.school,yes,no,telephone,61,no
37,blue-collar,married,basic.6y,no,yes,telephone,297,no
48,retired,divorced,professional.course,no,no,telephone,219,no
55,admin.,married,high.school,no,no,telephone,129,no
34,blue-collar,single,basic.9y,yes,no,telephone,247,no
33,admin.,married,university.degree,no,no,telephone,266,no
32,blue-collar,married,basic.9y,no,no,telephone,559,no
35,admin.,married,high.school,yes,no,telephone,162,no
32,admin.,married,university.degree,yes,no,telephone,82,no
36,services,married,high.school,yes,no,telephone,352,no
51,blue-collar,married,basic.9y,no,no,telephone,204,no
39,technician,single,professional.course,no,no,telephone,1059,yes
42,blue-collar,married,unknown,no,yes,telephone,248,no
32,management,divorced,basic.4y,yes,no,telephone,259,no
43,technician,married,professional.course,no,yes,telephone,703,no
31,admin.,divorced,high.school,no,yes,telephone,100,no
25,blue-collar,married,basic.9y,yes,no,telephone,348,no
39,services,married,high.school,yes,no,telephone,430,yes
49,technician,married,professional.course,no,no,telephone,146,no
53,blue-collar,divorced,basic.4y,yes,no,telephone,34,no
41,technician,married,professional.course,no,yes,telephone,22,no
39,blue-collar,divorced,basic.9y,no,no,telephone,106,no
33,admin.,divorced,university.degree,no,no,telephone,465,no
45,blue-collar,married,basic.9y,yes,no,telephone,104,no
56,admin.,married,university.degree,no,no,telephone,213,no
30,blue-collar,single,university.degree,no,no,telephone,245,no
28,unknown,single,basic.9y,yes,no,telephone,252,no
50,admin.,married,high.school,yes,no,telephone,317,no
44,management,married,university.degree,no,yes,telephone,93,no
55,blue-collar,married,basic.4y,yes,no,telephone,116,no
31,services,single,basic.6y,yes,no,telephone,386,no
40,blue-collar,married,basic.4y,no,no,telephone,283,no
44,services,married,high.school,unknown,unknown,telephone,146,no
27,technician,married,university.degree,no,yes,telephone,215,no
56,services,married,high.school,no,yes,telephone,90,no
35,admin.,married,high.school,yes,yes,telephone,260,no
31,admin.,divorced,high.school,no,no,telephone,267,no
47,management,married,university.degree,yes,yes,telephone,107,no
30,admin.,divorced,university.degree,no,yes,telephone,164,no
37,services,married,high.school,no,no,telephone,427,no
33,services,single,basic.9y,no,yes,telephone,426,no
38,technician,married,professional.course,yes,yes,telephone,456,no
29,self-employed,married,basic.9y,yes,no,telephone,40,no
46,admin.,single,university.degree,no,yes,telephone,105,no
57,technician,married,professional.course,no,no,telephone,27,no
34,blue-collar,married,basic.9y,no,no,telephone,137,no
33,self-employed,married,basic.9y,no,no,telephone,100,no
49,management,married,university.degree,yes,no,telephone,1034,no
43,technician,single,professional.course,yes,no,telephone,320,no
32,management,married,university.degree,no,no,telephone,159,no
38,admin.,single,basic.9y,no,no,telephone,353,no
38,blue-collar,single,basic.6y,yes,no,telephone,331,no
37,admin.,single,high.school,yes,no,telephone,159,no
28,admin.,married,university.degree,no,no,telephone,52,no
42,housemaid,married,professional.course,yes,no,telephone,117,no
35,blue-collar,married,unknown,yes,no,telephone,85,no
49,technician,married,basic.9y,yes,no,telephone,146,no
59,admin.,married,university.degree,no,yes,telephone,49,no
30,self-employed,married,professional.course,no,no,telephone,260,no
35,admin.,married,university.degree,yes,no,telephone,60,no
35,blue-collar,married,high.school,yes,no,telephone,193,no
40,technician,married,professional.course,yes,no,telephone,373,no
42,admin.,married,university.degree,no,no,telephone,336,no
51,blue-collar,married,high.school,yes,no,telephone,200,no
49,admin.,single,high.school,no,no,telephone,501,no
48,admin.,single,university.degree,no,no,telephone,80,no
46,blue-collar,married,unknown,yes,no,telephone,299,no
29,services,single,high.school,no,no,telephone,207,no
44,technician,married,university.degree,no,no,telephone,125,no
41,self-employed,married,high.school,no,no,telephone,237,no
28,self-employed,married,professional.course,no,no,telephone,185,no
38,blue-collar,married,unknown,yes,no,telephone,183,no
43,services,married,high.school,yes,no,telephone,312,no
57,retired,single,professional.course,yes,no,telephone,188,no
47,blue-collar,married,basic.4y,yes,no,telephone,897,no
47,admin.,divorced,university.degree,no,no,telephone,168,no
42,admin.,married,basic.4y,no,no,telephone,322,no
52,blue-collar,married,basic.9y,yes,no,telephone,317,no
33,admin.,married,basic.9y,no,no,telephone,511,no
35,admin.,married,university.degree,yes,no,telephone,155,no
26,blue-collar,married,basic.9y,yes,no,telephone,161,no
35,services,married,high.school,yes,no,telephone,368,no
39,entrepreneur,married,university.degree,yes,no,telephone,247,no
46,self-employed,married,basic.9y,yes,yes,telephone,88,no
46,self-employed,married,basic.9y,yes,yes,telephone,140,no
48,self-employed,married,basic.9y,no,no,telephone,31,no
52,services,divorced,high.school,no,no,telephone,142,no
47,entrepreneur,married,high.school,no,no,telephone,118,no
44,admin.,single,university.degree,yes,no,telephone,158,no
36,services,single,basic.9y,yes,yes,telephone,129,no
48,retired,divorced,professional.course,yes,no,telephone,136,no
30,blue-collar,married,high.school,no,no,telephone,122,no
28,blue-collar,married,basic.6y,yes,no,telephone,120,no
41,technician,married,basic.9y,no,no,telephone,180,no
45,blue-collar,married,basic.4y,no,no,telephone,702,no
32,services,single,basic.9y,yes,no,telephone,329,no
42,entrepreneur,married,basic.6y,no,no,telephone,204,no
41,blue-collar,married,basic.9y,no,no,telephone,120,no
44,blue-collar,married,basic.4y,yes,no,telephone,181,no
44,unemployed,married,university.degree,no,yes,telephone,19,no
32,blue-collar,divorced,basic.9y,yes,no,telephone,460,no
55,admin.,married,high.school,yes,yes,telephone,437,no
33,services,married,professional.course,no,no,telephone,76,no
42,unemployed,married,high.school,yes,yes,telephone,226,no
42,admin.,single,university.degree,yes,no,telephone,422,no
32,entrepreneur,married,high.school,yes,no,telephone,109,no
31,admin.,married,university.degree,yes,no,telephone,219,no
48,technician,married,professional.course,yes,no,telephone,41,no
41,blue-collar,married,basic.9y,yes,no,telephone,581,no
50,entrepreneur,divorced,university.degree,yes,no,telephone,131,no
42,services,married,unknown,no,no,telephone,50,no
42,admin.,divorced,university.degree,yes,no,telephone,130,no
36,management,married,university.degree,yes,no,telephone,165,no
34,blue-collar,married,basic.4y,yes,no,telephone,80,no
27,unemployed,married,high.school,yes,yes,telephone,470,no
44,blue-collar,married,basic.4y,no,no,telephone,281,no
44,services,married,high.school,yes,yes,telephone,391,no
56,technician,married,professional.course,no,yes,telephone,24,no
33,blue-collar,single,basic.9y,no,yes,telephone,788,yes
38,technician,married,professional.course,yes,no,telephone,210,no
28,admin.,married,high.school,unknown,unknown,telephone,367,no
39,entrepreneur,married,basic.6y,yes,yes,telephone,107,no
52,admin.,married,basic.6y,no,no,telephone,228,no
51,admin.,divorced,basic.9y,yes,no,telephone,135,no
38,blue-collar,married,basic.6y,no,no,telephone,85,no
39,management,divorced,university.degree,no,no,telephone,290,no
43,management,married,professional.course,no,no,telephone,153,no
41,admin.,single,high.school,no,no,telephone,76,no
41,admin.,single,high.school,no,yes,telephone,111,no
41,admin.,single,high.school,no,no,telephone,168,no
44,blue-collar,married,basic.9y,no,no,telephone,109,no
44,blue-collar,married,basic.9y,no,no,telephone,219,no
39,admin.,married,university.degree,yes,no,telephone,14,no
46,admin.,married,unknown,no,no,telephone,285,no
36,technician,married,high.school,yes,no,telephone,262,no
44,admin.,married,high.school,yes,no,telephone,96,no
45,housemaid,married,professional.course,no,no,telephone,166,no
47,admin.,divorced,university.degree,yes,no,telephone,208,no
44,admin.,married,high.school,yes,yes,telephone,483,no
44,management,divorced,basic.9y,no,no,telephone,129,no
42,housemaid,married,basic.4y,yes,no,telephone,130,no
44,technician,married,professional.course,no,no,telephone,754,no
59,retired,divorced,professional.course,no,no,telephone,113,no
42,housemaid,married,basic.4y,yes,no,telephone,364,no
32,admin.,single,university.degree,yes,no,telephone,258,no
36,admin.,married,university.degree,no,no,telephone,227,no
42,blue-collar,married,basic.6y,no,no,telephone,266,no
49,technician,married,professional.course,yes,no,telephone,232,no
37,admin.,married,university.degree,no,no,telephone,172,no
